Date,Store,Category,UnitsSold,UnitPrice,Revenue
2025-10-10,Store B,Beauty,10,18.78,187.75
2025-10-10,Store C,Electronics,5,226.74,1133.71
2025-10-10,Store C,Clothing,4,60.13,240.52
2025-10-10,Store C,Groceries,5,16.68,83.42
2025-10-10,Store C,Home & Kitchen,4,86.8,347.21
2025-10-10,Store C,Beauty,2,22.66,45.32
2025-10-11,Store A,Electronics,6,320.19,1921.16
2025-10-11,Store A,Clothing,3,27.37,82.11
2025-10-11,Store A,Groceries,11,11.83,130.15
2025-10-11,Store A,Home & Kitchen,5,66.9,334.49
2025-10-11,Store A,Beauty,5,5.23,26.17
2025-10-11,Store B,Electronics,6,93.39,560.32
2025-10-11,Store B,Clothing,2,42.51,85.02
2025-10-11,Store B,Groceries,6,19.6,117.59
2025-10-11,Store B,Home & Kitchen,7,80.67,564.72
2025-10-11,Store B,Beauty,2,35.61,71.22
2025-10-11,Store C,Electronics,4,124.57,498.28
2025-10-11,Store C,Clothing,6,38.01,228.04
2025-10-11,Store C,Groceries,9,19.64,176.8
2025-10-11,Store C,Home & Kitchen,5,10.59,52.94
2025-10-11,Store C,Beauty,6,14.61,87.69
2025-10-12,Store A,Electronics,11,378.92,4168.15
2025-10-12,Store A,Clothing,2,39.53,79.05
2025-10-12,Store A,Groceries,10,19.43,194.28
2025-10-12,Store A,Home & Kitchen,5,67.93,339.66
2025-10-12,Store A,Beauty,4,20.12,80.47
2025-10-12,Store B,Electronics,11,242.56,2668.15
2025-10-12,Store B,Clothing,5,34.43,172.14
2025-10-12,Store B,Groceries,9,2.87,25.8
2025-10-12,Store B,Home & Kitchen,7,97.71,683.97
2025-10-12,Store B,Beauty,5,38.32,191.58
2025-10-12,Store C,Electronics,9,108.28,974.54
2025-10-12,Store C,Clothing,1,20.31,20.31
2025-10-12,Store C,Groceries,7,19.44,136.1
2025-10-12,Store C,Home & Kitchen,3,34.78,104.35
2025-10-12,Store C,Beauty,6,51.14,306.82
2025-10-13,Store A,Electronics,4,83.08,332.31
2025-10-13,Store A,Clothing,8,29.64,237.11
2025-10-13,Store A,Groceries,4,4.59,18.36
2025-10-13,Store A,Home & Kitchen,2,113.93,227.85
2025-10-13,Store A,Beauty,5,18.1,90.52
2025-10-13,Store B,Electronics,7,152.2,1065.43
2025-10-13,Store B,Clothing,3,39.23,117.7
2025-10-13,Store B,Groceries,7,21.21,148.44
2025-10-13,Store B,Home & Kitchen,3,110.79,332.36
2025-10-13,Store B,Beauty,4,12.27,49.07
2025-10-13,Store C,Electronics,6,98.03,588.2
2025-10-13,Store C,Clothing,2,52.7,105.39
2025-10-13,Store C,Groceries,6,23.67,142.0
2025-10-13,Store C,Home & Kitchen,4,116.5,466.02
2025-10-13,Store C,Beauty,1,54.12,54.12
2025-10-14,Store A,Electronics,9,179.19,1612.75
2025-10-14,Store A,Clothing,7,58.94,412.59
2025-10-14,Store A,Groceries,7,21.64,151.5
2025-10-14,Store A,Home & Kitchen,2,54.58,109.15
2025-10-14,Store A,Beauty,6,39.29,235.74
2025-10-14,Store B,Electronics,6,239.29,1435.74
2025-10-14,Store B,Clothing,5,64.41,322.05
2025-10-14,Store B,Groceries,6,13.06,78.38
2025-10-14,Store B,Home & Kitchen,8,49.73,397.84
2025-10-14,Store B,Beauty,2,10.99,21.99
2025-10-14,Store C,Electronics,4,150.48,601.93
2025-10-14,Store C,Clothing,2,45.98,91.95
2025-10-14,Store C,Groceries,5,15.4,77.0
2025-10-14,Store C,Beauty,1,21.54,21.54
2025-10-15,Store A,Electronics,5,195.84,979.19
2025-10-15,Store A,Clothing,3,43.67,131.01
2025-10-15,Store A,Groceries,5,24.83,124.15
2025-10-15,Store A,Home & Kitchen,7,49.45,346.18
2025-10-15,Store A,Beauty,3,32.2,96.59
2025-10-15,Store B,Electronics,5,279.24,1396.21
2025-10-15,Store B,Clothing,2,51.5,103.01
2025-10-15,Store B,Groceries,5,16.19,80.93
2025-10-15,Store B,Home & Kitchen,4,61.62,246.5
2025-10-15,Store B,Beauty,2,42.45,84.89
2025-10-15,Store C,Electronics,4,348.41,1393.64
2025-10-15,Store C,Clothing,4,35.0,139.99
2025-10-15,Store C,Groceries,6,10.21,61.25
2025-10-15,Store C,Home & Kitchen,2,10.05,20.11
2025-10-15,Store C,Beauty,2,6.14,12.27
2025-10-16,Store A,Electronics,6,242.29,1453.75
2025-10-16,Store A,Clothing,8,24.06,192.45
2025-10-16,Store A,Groceries,9,18.03,162.24
2025-10-16,Store A,Home & Kitchen,4,79.68,318.71
2025-10-16,Store A,Beauty,5,31.35,156.77
2025-10-16,Store B,Electronics,6,167.56,1005.38
2025-10-16,Store B,Clothing,4,79.89,319.57
2025-10-16,Store B,Groceries,8,21.27,170.18
2025-10-16,Store B,Home & Kitchen,2,45.69,91.37
2025-10-16,Store B,Beauty,2,51.82,103.65
2025-10-16,Store C,Electronics,3,149.74,449.22
2025-10-16,Store C,Clothing,4,29.0,116.01
2025-10-16,Store C,Groceries,10,4.48,44.77
2025-10-16,Store C,Home & Kitchen,2,90.24,180.48
2025-10-17,Store A,Electronics,11,141.81,1559.87
2025-10-17,Store A,Clothing,8,44.55,356.41
2025-10-17,Store A,Groceries,8,7.48,59.86
2025-10-17,Store A,Home & Kitchen,7,113.19,792.3
2025-10-17,Store A,Beauty,3,18.98,56.94
2025-10-17,Store B,Clothing,4,69.73,278.94
2025-10-17,Store B,Groceries,7,9.9,69.28
2025-10-17,Store B,Home & Kitchen,2,94.04,188.07
2025-10-17,Store B,Beauty,1,47.54,47.54
2025-10-17,Store C,Electronics,4,338.01,1352.04
2025-10-17,Store C,Clothing,3,26.91,80.74
2025-10-17,Store C,Groceries,3,6.71,20.14
2025-10-17,Store C,Home & Kitchen,3,13.96,41.88
2025-10-17,Store C,Beauty,2,35.0,70.0
2025-10-18,Store A,Electronics,8,206.11,1648.91
2025-10-18,Store A,Clothing,10,24.61,246.13
2025-10-18,Store A,Groceries,23,12.48,287.14
2025-10-18,Store A,Home & Kitchen,5,69.8,348.98
2025-10-18,Store A,Beauty,1,8.62,8.62
2025-10-18,Store B,Electronics,6,359.71,2158.27
2025-10-18,Store B,Clothing,4,39.16,156.65
2025-10-18,Store B,Groceries,5,6.32,31.59
2025-10-18,Store B,Home & Kitchen,5,17.68,88.42
2025-10-18,Store B,Beauty,7,44.32,310.27
2025-10-18,Store C,Electronics,5,247.51,1237.55
2025-10-18,Store C,Clothing,3,38.75,116.24
2025-10-18,Store C,Groceries,4,6.52,26.09
2025-10-18,Store C,Home & Kitchen,5,76.35,381.73
2025-10-18,Store C,Beauty,3,13.1,39.3
2025-10-19,Store A,Electronics,7,144.83,1013.82
2025-10-19,Store A,Clothing,5,75.44,377.19
2025-10-19,Store A,Groceries,9,13.1,117.92
2025-10-19,Store A,Home & Kitchen,9,65.77,591.92
2025-10-19,Store A,Beauty,6,36.5,218.98
2025-10-19,Store B,Electronics,10,226.77,2267.73
2025-10-19,Store B,Clothing,4,71.14,284.58
2025-10-19,Store B,Groceries,5,19.05,95.25
2025-10-19,Store B,Home & Kitchen,3,91.91,275.74
2025-10-19,Store B,Beauty,3,21.53,64.59
2025-10-19,Store C,Electronics,12,146.29,1755.51
2025-10-19,Store C,Clothing,5,41.08,205.38
2025-10-19,Store C,Groceries,8,11.77,94.12
2025-10-19,Store C,Home & Kitchen,7,61.49,430.41
2025-10-19,Store C,Beauty,4,26.65,106.6
2025-10-20,Store A,Electronics,10,177.82,1778.23
2025-10-20,Store A,Clothing,5,68.19,340.96
2025-10-20,Store A,Groceries,7,19.85,138.94
2025-10-20,Store A,Home & Kitchen,4,48.97,195.88
2025-10-20,Store A,Beauty,3,55.99,167.96
2025-10-20,Store B,Electronics,5,131.33,656.67
2025-10-20,Store B,Clothing,5,72.4,362.02
2025-10-20,Store B,Groceries,10,10.48,104.75
2025-10-20,Store B,Home & Kitchen,4,55.0,220.0
2025-10-20,Store B,Beauty,2,6.7,13.41
2025-10-20,Store C,Electronics,6,61.93,371.57
2025-10-20,Store C,Clothing,3,61.34,184.01
2025-10-20,Store C,Groceries,4,2.37,9.47
2025-10-20,Store C,Home & Kitchen,5,109.78,548.88
2025-10-20,Store C,Beauty,1,14.8,14.8
2025-10-21,Store A,Electronics,6,203.44,1220.62
2025-10-21,Store A,Clothing,6,19.63,117.76
2025-10-21,Store A,Groceries,8,20.03,160.22
2025-10-21,Store A,Home & Kitchen,4,68.48,273.93
2025-10-21,Store A,Beauty,3,27.65,82.95
2025-10-21,Store B,Electronics,5,56.02,280.1
2025-10-21,Store B,Clothing,5,50.82,254.09
2025-10-21,Store B,Groceries,13,19.98,259.71
2025-10-21,Store B,Home & Kitchen,7,107.88,755.13
2025-10-21,Store B,Beauty,2,20.33,40.66
2025-10-21,Store C,Electronics,3,107.78,323.34
2025-10-21,Store C,Clothing,1,46.11,46.11
2025-10-21,Store C,Groceries,3,18.5,55.49
2025-10-21,Store C,Home & Kitchen,2,85.97,171.94
2025-10-21,Store C,Beauty,5,52.26,261.28
2025-10-22,Store A,Electronics,5,97.58,487.92
2025-10-22,Store A,Clothing,8,54.46,435.65
2025-10-22,Store A,Groceries,5,17.75,88.74
2025-10-22,Store A,Home & Kitchen,6,14.15,84.91
2025-10-22,Store A,Beauty,6,16.92,101.52
2025-10-22,Store B,Electronics,4,137.08,548.31
2025-10-22,Store B,Clothing,4,74.7,298.81
2025-10-22,Store B,Groceries,9,11.36,102.27
2025-10-22,Store B,Home & Kitchen,3,47.69,143.06
2025-10-22,Store C,Electronics,7,283.33,1983.28
2025-10-22,Store C,Clothing,7,75.42,527.96
2025-10-22,Store C,Groceries,5,11.4,57.01
2025-10-22,Store C,Home & Kitchen,5,73.8,368.98
2025-10-22,Store C,Beauty,1,51.04,51.04
2025-10-23,Store A,Electronics,6,160.37,962.2
2025-10-23,Store A,Clothing,8,41.22,329.8
2025-10-23,Store A,Groceries,7,10.09,70.61
2025-10-23,Store A,Home & Kitchen,5,21.51,107.56
2025-10-23,Store A,Beauty,2,35.85,71.71
2025-10-23,Store B,Electronics,2,261.69,523.38
2025-10-23,Store B,Clothing,6,68.15,408.92
2025-10-23,Store B,Groceries,7,6.08,42.59
2025-10-23,Store B,Home & Kitchen,3,39.97,119.9
2025-10-23,Store B,Beauty,5,41.21,206.05
2025-10-23,Store C,Electronics,4,250.33,1001.3
2025-10-23,Store C,Clothing,3,58.4,175.2
2025-10-23,Store C,Groceries,4,21.29,85.17
2025-10-23,Store C,Home & Kitchen,2,118.42,236.83
2025-10-23,Store C,Beauty,1,8.02,8.02
2025-10-24,Store A,Electronics,4,266.82,1067.28
2025-10-24,Store A,Clothing,2,50.08,100.16
2025-10-24,Store A,Groceries,7,9.77,68.39
2025-10-24,Store A,Home & Kitchen,7,83.16,582.09
2025-10-24,Store A,Beauty,1,57.07,57.07
2025-10-24,Store B,Electronics,5,170.08,850.39
2025-10-24,Store B,Clothing,4,78.18,312.74
2025-10-24,Store B,Groceries,8,22.42,179.35
2025-10-24,Store B,Home & Kitchen,6,90.93,545.58
2025-10-24,Store B,Beauty,2,47.82,95.63
2025-10-24,Store C,Electronics,1,52.05,52.05
2025-10-24,Store C,Clothing,4,43.34,173.37
2025-10-24,Store C,Groceries,7,20.56,143.93
2025-10-24,Store C,Home & Kitchen,4,20.0,79.99
2025-10-24,Store C,Beauty,1,22.02,22.02
2025-10-25,Store A,Electronics,8,326.64,2613.1
2025-10-25,Store A,Clothing,6,52.42,314.49
2025-10-25,Store A,Groceries,11,5.65,62.14
2025-10-25,Store A,Home & Kitchen,8,77.0,615.98
2025-10-25,Store A,Beauty,6,24.75,148.51
2025-10-25,Store B,Electronics,6,261.39,1568.32
2025-10-25,Store B,Clothing,5,30.27,151.33
2025-10-25,Store B,Groceries,6,4.33,25.98
2025-10-25,Store B,Home & Kitchen,4,11.05,44.2
2025-10-25,Store B,Beauty,4,26.85,107.4
2025-10-25,Store C,Electronics,8,62.39,499.09
2025-10-25,Store C,Clothing,3,79.06,237.19
2025-10-25,Store C,Groceries,4,23.87,95.48
2025-10-25,Store C,Home & Kitchen,2,108.93,217.86
2025-10-26,Store A,Electronics,4,200.28,801.12
2025-10-26,Store A,Clothing,3,41.3,123.91
2025-10-26,Store A,Groceries,11,15.74,173.12
2025-10-26,Store A,Home & Kitchen,7,19.15,134.08
2025-10-26,Store A,Beauty,6,11.96,71.76
2025-10-26,Store B,Electronics,10,134.33,1343.25
2025-10-26,Store B,Groceries,14,21.9,306.63
2025-10-26,Store B,Home & Kitchen,7,82.23,575.63
2025-10-26,Store B,Beauty,2,40.08,80.17
2025-10-26,Store C,Electronics,6,321.22,1927.29
2025-10-26,Store C,Clothing,3,72.43,217.3
2025-10-26,Store C,Groceries,7,6.06,42.39
2025-10-26,Store C,Home & Kitchen,6,30.41,182.44
2025-10-26,Store C,Beauty,6,42.43,254.59
2025-10-27,Store A,Electronics,6,136.8,820.79
2025-10-27,Store A,Clothing,3,37.86,113.57
2025-10-27,Store A,Groceries,5,3.72,18.6
2025-10-27,Store A,Home & Kitchen,7,44.59,312.1
2025-10-27,Store A,Beauty,1,56.36,56.36
2025-10-27,Store B,Electronics,7,242.54,1697.81
2025-10-27,Store B,Clothing,4,68.68,274.74
2025-10-27,Store B,Groceries,7,16.93,118.51
2025-10-27,Store B,Home & Kitchen,2,19.18,38.35
2025-10-27,Store B,Beauty,4,39.27,157.07
2025-10-27,Store C,Electronics,4,323.28,1293.14
2025-10-27,Store C,Clothing,2,59.55,119.11
2025-10-27,Store C,Groceries,6,21.52,129.1
2025-10-27,Store C,Home & Kitchen,4,49.82,199.3
2025-10-27,Store C,Beauty,3,5.76,17.29
2025-10-28,Store A,Electronics,13,264.96,3444.42
2025-10-28,Store A,Clothing,8,17.72,141.75
2025-10-28,Store A,Groceries,7,2.9,20.3
2025-10-28,Store A,Home & Kitchen,6,50.54,303.25
2025-10-28,Store A,Beauty,2,7.72,15.43
2025-10-28,Store B,Electronics,4,127.29,509.15
2025-10-28,Store B,Clothing,7,78.4,548.82
2025-10-28,Store B,Groceries,4,22.35,89.4
2025-10-28,Store B,Home & Kitchen,2,115.24,230.48
2025-10-28,Store C,Electronics,2,265.07,530.13
2025-10-28,Store C,Clothing,1,75.71,75.71
2025-10-28,Store C,Groceries,6,5.21,31.24
2025-10-28,Store C,Home & Kitchen,6,60.84,365.02
2025-10-28,Store C,Beauty,1,14.49,14.49
2025-10-29,Store A,Electronics,7,278.7,1950.88
2025-10-29,Store A,Clothing,6,65.13,390.79
2025-10-29,Store A,Groceries,8,16.46,131.67
2025-10-29,Store A,Home & Kitchen,5,95.99,479.94
2025-10-29,Store A,Beauty,4,27.15,108.6
2025-10-29,Store B,Electronics,6,282.91,1697.45
2025-10-29,Store B,Clothing,4,40.3,161.2
2025-10-29,Store B,Groceries,2,2.72,5.44
2025-10-29,Store B,Home & Kitchen,6,76.54,459.25
2025-10-29,Store B,Beauty,4,40.26,161.05
2025-10-29,Store C,Electronics,9,132.76,1194.86
2025-10-29,Store C,Clothing,2,78.24,156.49
2025-10-29,Store C,Groceries,7,19.85,138.96
2025-10-29,Store C,Home & Kitchen,3,103.41,310.24
2025-10-29,Store C,Beauty,1,16.97,16.97
2025-10-30,Store A,Electronics,9,345.65,3110.81
2025-10-30,Store A,Clothing,2,73.15,146.3
2025-10-30,Store A,Groceries,7,23.98,167.89
2025-10-30,Store A,Home & Kitchen,3,69.61,208.84
2025-10-30,Store A,Beauty,4,35.9,143.58
2025-10-30,Store B,Electronics,8,88.19,705.53
2025-10-30,Store B,Clothing,1,29.35,29.35
2025-10-30,Store B,Groceries,3,23.5,70.49
2025-10-30,Store B,Home & Kitchen,4,94.78,379.13
2025-10-30,Store B,Beauty,1,23.91,23.91
2025-10-30,Store C,Electronics,4,168.37,673.5
2025-10-30,Store C,Clothing,1,34.55,34.55
2025-10-30,Store C,Groceries,7,10.83,75.81
2025-10-30,Store C,Home & Kitchen,1,83.4,83.4
2025-10-30,Store C,Beauty,1,7.14,7.14
2025-10-31,Store A,Electronics,4,321.14,1284.57
2025-10-31,Store A,Clothing,5,63.8,318.99
2025-10-31,Store A,Groceries,4,5.62,22.47
2025-10-31,Store A,Home & Kitchen,5,90.64,453.19
2025-10-31,Store A,Beauty,2,32.08,64.17
2025-10-31,Store B,Electronics,6,260.25,1561.5
2025-10-31,Store B,Clothing,6,16.48,98.88
2025-10-31,Store B,Groceries,7,5.37,37.6
2025-10-31,Store B,Home & Kitchen,3,72.29,216.87
2025-10-31,Store B,Beauty,3,34.27,102.82
2025-10-31,Store C,Electronics,3,323.26,969.77
2025-10-31,Store C,Groceries,4,10.6,42.39
2025-10-31,Store C,Home & Kitchen,5,94.22,471.09
2025-10-31,Store C,Beauty,3,18.29,54.88
2025-11-01,Store A,Electronics,20,289.42,5788.32
2025-11-01,Store A,Clothing,16,55.43,886.84
2025-11-01,Store A,Groceries,30,19.74,592.13
2025-11-01,Store A,Home & Kitchen,9,92.86,835.7
2025-11-01,Store A,Beauty,10,6.36,63.63
2025-11-01,Store B,Electronics,11,275.35,3028.88
2025-11-01,Store B,Clothing,13,24.09,313.12
2025-11-01,Store B,Groceries,20,4.37,87.41
2025-11-01,Store B,Home & Kitchen,11,78.65,865.13
2025-11-01,Store B,Beauty,7,50.25,351.72
2025-11-01,Store C,Electronics,9,212.97,1916.7
2025-11-01,Store C,Clothing,5,40.91,204.56
2025-11-01,Store C,Groceries,8,16.28,130.26
2025-11-01,Store C,Home & Kitchen,6,110.1,660.6
2025-11-01,Store C,Beauty,4,52.24,208.94
2025-11-02,Store A,Electronics,17,340.83,5794.05
2025-11-02,Store A,Clothing,12,24.43,293.11
2025-11-02,Store A,Groceries,24,17.37,416.97
2025-11-02,Store A,Home & Kitchen,10,26.61,266.11
2025-11-02,Store A,Beauty,8,56.45,451.6
2025-11-02,Store B,Electronics,5,141.92,709.6
2025-11-02,Store B,Clothing,15,36.97,554.48
2025-11-02,Store B,Groceries,16,11.48,183.66
2025-11-02,Store B,Home & Kitchen,8,73.64,589.12
2025-11-02,Store B,Beauty,5,10.94,54.7
2025-11-02,Store C,Electronics,8,345.24,2761.96
2025-11-02,Store C,Clothing,2,38.85,77.69
2025-11-02,Store C,Groceries,10,22.72,227.21
2025-11-02,Store C,Home & Kitchen,3,97.58,292.75
2025-11-02,Store C,Beauty,3,55.08,165.25
2025-11-03,Store A,Electronics,10,153.7,1536.99
2025-11-03,Store A,Clothing,7,60.2,421.43
2025-11-03,Store A,Groceries,11,8.04,88.46
2025-11-03,Store A,Home & Kitchen,3,62.45,187.36
2025-11-03,Store A,Beauty,5,35.04,175.2
2025-11-03,Store B,Electronics,7,283.39,1983.72
2025-11-03,Store B,Clothing,10,59.56,595.62
2025-11-03,Store B,Groceries,10,6.22,62.19
2025-11-03,Store B,Home & Kitchen,10,57.82,578.18
2025-11-03,Store B,Beauty,2,22.75,45.49
2025-11-03,Store C,Electronics,10,185.39,1853.94
2025-11-03,Store C,Clothing,7,50.04,350.26
2025-11-03,Store C,Groceries,12,11.69,140.31
2025-11-03,Store C,Home & Kitchen,4,37.89,151.56
2025-11-03,Store C,Beauty,1,53.42,53.42
2025-11-04,Store A,Electronics,9,80.45,724.08
2025-11-04,Store A,Clothing,4,71.36,285.45
2025-11-04,Store A,Groceries,20,21.76,435.15
2025-11-04,Store A,Home & Kitchen,6,53.01,318.07
2025-11-04,Store A,Beauty,5,6.53,32.64
2025-11-04,Store B,Electronics,6,144.64,867.81
2025-11-04,Store B,Clothing,8,42.46,339.71
2025-11-04,Store B,Groceries,8,15.82,126.53
2025-11-04,Store B,Home & Kitchen,7,92.23,645.62
2025-11-04,Store B,Beauty,6,51.85,311.1
2025-11-04,Store C,Electronics,3,249.29,747.86
2025-11-04,Store C,Clothing,7,64.17,449.17
2025-11-04,Store C,Groceries,12,8.01,96.13
2025-11-04,Store C,Home & Kitchen,3,105.31,315.94
2025-11-04,Store C,Beauty,4,20.5,82.02
2025-11-05,Store A,Electronics,10,374.1,3741.04
2025-11-05,Store A,Clothing,14,77.49,1084.92
2025-11-05,Store A,Groceries,12,13.77,165.22
2025-11-05,Store A,Home & Kitchen,8,16.08,128.66
2025-11-05,Store A,Beauty,10,40.74,407.41
2025-11-05,Store B,Electronics,10,180.8,1808.02
2025-11-05,Store B,Clothing,8,30.38,243.04
2025-11-05,Store B,Groceries,6,24.12,144.73
2025-11-05,Store B,Home & Kitchen,6,114.42,686.53
2025-11-05,Store B,Beauty,5,51.57,257.85
2025-11-05,Store C,Electronics,4,186.02,744.09
2025-11-05,Store C,Clothing,8,55.1,440.79
2025-11-05,Store C,Groceries,4,14.24,56.98
2025-11-05,Store C,Home & Kitchen,4,98.84,395.36
2025-11-05,Store C,Beauty,2,51.59,103.18
2025-11-06,Store A,Electronics,5,374.02,1870.08
2025-11-06,Store A,Clothing,7,23.65,165.53
2025-11-06,Store A,Groceries,10,6.73,67.28
2025-11-06,Store A,Home & Kitchen,8,98.06,784.51
2025-11-06,Store A,Beauty,10,55.03,550.35
2025-11-06,Store B,Electronics,9,188.39,1695.52
2025-11-06,Store B,Clothing,7,72.24,505.71
2025-11-06,Store B,Groceries,12,23.31,279.67
2025-11-06,Store B,Home & Kitchen,8,55.94,447.51
2025-11-06,Store B,Beauty,3,53.57,160.72
2025-11-06,Store C,Electronics,7,345.29,2417.01
2025-11-06,Store C,Clothing,6,41.97,251.81
2025-11-06,Store C,Groceries,13,17.26,224.4
2025-11-06,Store C,Home & Kitchen,3,91.96,275.88
2025-11-06,Store C,Beauty,4,45.29,181.17
2025-11-07,Store A,Electronics,8,195.88,1567.04
2025-11-07,Store A,Clothing,12,45.83,550.02
2025-11-07,Store A,Groceries,11,22.76,250.35
2025-11-07,Store A,Home & Kitchen,12,49.25,591.02
2025-11-07,Store A,Beauty,4,33.52,134.07
2025-11-07,Store B,Electronics,13,221.1,2874.31
2025-11-07,Store B,Clothing,8,38.63,309.01
2025-11-07,Store B,Groceries,15,10.63,159.45
2025-11-07,Store B,Home & Kitchen,5,79.47,397.33
2025-11-07,Store B,Beauty,1,5.24,5.24
2025-11-07,Store C,Electronics,6,377.83,2266.99
2025-11-07,Store C,Clothing,5,15.22,76.11
2025-11-07,Store C,Groceries,3,6.64,19.92
2025-11-07,Store C,Home & Kitchen,1,82.37,82.37
2025-11-07,Store C,Beauty,5,44.73,223.64
2025-11-08,Store A,Electronics,15,343.81,5157.19
2025-11-08,Store A,Clothing,9,79.34,714.08
2025-11-08,Store A,Groceries,20,21.75,435.06
2025-11-08,Store A,Home & Kitchen,8,108.14,865.11
2025-11-08,Store A,Beauty,10,25.93,259.35
2025-11-08,Store B,Electronics,8,186.03,1488.24
2025-11-08,Store B,Clothing,4,70.89,283.55
2025-11-08,Store B,Groceries,12,2.26,27.09
2025-11-08,Store B,Home & Kitchen,4,84.52,338.1
2025-11-08,Store B,Beauty,6,38.15,228.9
2025-11-08,Store C,Electronics,11,334.9,3683.9
2025-11-08,Store C,Clothing,5,50.95,254.73
2025-11-08,Store C,Groceries,10,11.74,117.43
2025-11-08,Store C,Home & Kitchen,7,119.47,836.32
2025-11-09,Store A,Electronics,18,258.72,4657.03
2025-11-09,Store A,Clothing,5,71.69,358.45
2025-11-09,Store A,Groceries,15,21.88,328.13
2025-11-09,Store A,Home & Kitchen,11,60.12,661.31
2025-11-09,Store A,Beauty,6,30.68,184.07
2025-11-09,Store B,Electronics,21,207.59,4359.36
2025-11-09,Store B,Clothing,4,50.4,201.59
2025-11-09,Store B,Groceries,21,21.62,453.95
2025-11-09,Store B,Home & Kitchen,14,39.98,559.71
2025-11-09,Store B,Beauty,9,12.39,111.48
2025-11-09,Store C,Electronics,8,379.28,3034.24
2025-11-09,Store C,Clothing,11,57.93,637.24
2025-11-09,Store C,Groceries,11,2.93,32.25
2025-11-09,Store C,Home & Kitchen,5,77.51,387.56
2025-11-09,Store C,Beauty,5,41.03,205.15
2025-11-10,Store A,Electronics,12,301.62,3619.4
2025-11-10,Store A,Clothing,5,16.15,80.73
2025-11-10,Store A,Groceries,12,6.98,83.77
2025-11-10,Store A,Home & Kitchen,13,33.11,430.37
2025-11-10,Store A,Beauty,7,7.38,51.65
2025-11-10,Store B,Electronics,7,217.58,1523.05
2025-11-10,Store B,Clothing,7,15.27,106.88
2025-11-10,Store B,Groceries,17,16.18,275.12
2025-11-10,Store B,Home & Kitchen,6,30.72,184.31
2025-11-10,Store B,Beauty,5,24.14,120.7
2025-11-10,Store C,Electronics,5,194.81,974.07
2025-11-10,Store C,Clothing,4,31.58,126.33
2025-11-10,Store C,Groceries,9,20.47,184.23
2025-11-10,Store C,Home & Kitchen,6,55.5,333.02
2025-11-10,Store C,Beauty,1,39.14,39.14
2025-11-11,Store A,Electronics,1,325.71,325.71
2025-11-11,Store A,Clothing,7,18.58,130.06
2025-11-11,Store A,Groceries,12,9.12,109.42
2025-11-11,Store A,Home & Kitchen,8,115.3,922.44
2025-11-11,Store A,Beauty,4,55.96,223.85
2025-11-11,Store B,Electronics,16,93.37,1493.91
2025-11-11,Store B,Clothing,6,21.41,128.44
2025-11-11,Store B,Groceries,11,6.18,67.93
2025-11-11,Store B,Home & Kitchen,6,20.96,125.78
2025-11-11,Store B,Beauty,4,54.33,217.34
2025-11-11,Store C,Electronics,7,248.34,1738.39
2025-11-11,Store C,Clothing,2,23.54,47.07
2025-11-11,Store C,Groceries,4,21.31,85.23
2025-11-11,Store C,Home & Kitchen,5,102.02,510.12
2025-11-11,Store C,Beauty,4,22.39,89.56
2025-11-12,Store A,Electronics,8,277.59,2220.7
2025-11-12,Store A,Clothing,4,45.74,182.95
2025-11-12,Store A,Groceries,9,11.55,103.91
2025-11-12,Store A,Home & Kitchen,5,106.13,530.63
2025-11-12,Store A,Beauty,6,18.5,111.0
2025-11-12,Store B,Electronics,13,242.63,3154.21
2025-11-12,Store B,Clothing,9,39.76,357.85
2025-11-12,Store B,Groceries,7,24.46,171.25
2025-11-12,Store B,Home & Kitchen,6,72.26,433.53
2025-11-12,Store B,Beauty,5,57.88,289.41
2025-11-12,Store C,Electronics,6,344.31,2065.86
2025-11-12,Store C,Clothing,5,36.77,183.87
2025-11-12,Store C,Groceries,11,3.51,38.59
2025-11-12,Store C,Home & Kitchen,1,114.19,114.19
2025-11-12,Store C,Beauty,2,45.97,91.95
2025-11-13,Store A,Electronics,14,262.06,3668.88
2025-11-13,Store A,Clothing,8,52.52,420.14
2025-11-13,Store A,Groceries,18,4.62,83.19
2025-11-13,Store A,Home & Kitchen,9,91.97,827.75
2025-11-13,Store A,Beauty,7,49.07,343.47
2025-11-13,Store B,Electronics,9,257.68,2319.11
2025-11-13,Store B,Clothing,5,52.69,263.43
2025-11-13,Store B,Groceries,9,4.71,42.39
2025-11-13,Store B,Home & Kitchen,5,67.4,336.99
2025-11-13,Store B,Beauty,4,14.84,59.38
2025-11-13,Store C,Electronics,7,198.73,1391.13
2025-11-13,Store C,Clothing,9,49.43,444.86
2025-11-13,Store C,Groceries,7,5.52,38.64
2025-11-13,Store C,Home & Kitchen,6,81.0,486.01
2025-11-13,Store C,Beauty,5,11.16,55.79
2025-11-14,Store A,Electronics,17,197.0,3348.95
2025-11-14,Store A,Clothing,9,38.74,348.7
2025-11-14,Store A,Groceries,17,18.41,312.95
2025-11-14,Store A,Home & Kitchen,6,23.27,139.64
2025-11-14,Store A,Beauty,3,41.12,123.37
2025-11-14,Store B,Electronics,5,366.51,1832.54
2025-11-14,Store B,Clothing,8,52.79,422.32
2025-11-14,Store B,Groceries,12,24.41,292.96
2025-11-14,Store B,Home & Kitchen,7,41.0,286.97
2025-11-14,Store B,Beauty,3,39.24,117.71
2025-11-14,Store C,Electronics,9,341.92,3077.29
